1	15	27	28	29	3	10
7	11	24	30	35	6	8
14	18	24	27	31	6	7
19	22	23	25	32	6	12
2	7	21	22	25	4	12
3	10	14	15	22	4	7
6	9	11	33	34	6	10
5	13	16	29	33	6	8
9	17	18	21	31	1	5
1	5	11	14	25	1	9
10	25	32	33	34	3	9
2	5	6	7	31	8	10
10	13	22	31	35	4	12
1	10	13	30	33	6	7
3	5	10	27	34	1	12
1	8	21	33	34	5	7
8	17	20	28	31	7	11
20	23	26	32	33	5	12
6	9	29	31	33	5	11
7	8	20	22	29	4	7
15	19	29	33	35	1	2
6	14	15	30	31	3	10
2	17	20	22	25	5	11
3	7	13	15	19	2	10
1	6	10	22	35	3	7
14	22	32	33	35	1	5
7	11	19	27	31	2	3
8	13	24	32	33	3	9
4	11	18	33	34	2	6
9	13	19	22	25	4	10
3	23	26	32	34	4	9
6	7	10	24	30	5	8
7	12	19	27	34	11	12
3	4	11	21	25	1	7
6	7	12	25	28	2	12
1	10	31	33	35	3	10
7	10	22	27	33	4	8
3	18	23	25	30	6	10
12	20	26	29	30	2	6
10	13	23	31	33	4	11
5	25	26	29	35	3	10
2	11	22	30	34	4	9
7	8	10	24	34	8	11
12	21	22	26	35	4	5
3	5	21	28	33	2	6
1	2	13	15	16	4	9
11	16	24	29	32	9	11
1	10	18	28	34	5	8
5	16	25	27	33	4	9
2	11	12	14	19	5	9
4	18	26	32	33	5	8
11	14	17	19	22	1	8
2	3	22	27	31	6	7
7	9	19	21	33	7	10
6	8	15	24	31	1	3
13	23	24	25	30	2	8
6	9	19	25	30	6	12
1	2	10	19	27	1	11
21	23	24	25	32	3	4
11	23	24	32	35	4	10
3	6	12	20	29	9	12
1	6	12	28	31	8	9
2	10	13	29	33	6	10
1	4	28	33	34	6	11
9	29	32	34	35	1	8
8	21	22	31	33	1	7
12	15	23	24	25	10	11
13	16	20	25	27	4	5
3	5	22	29	34	7	12
8	9	12	21	32	7	11
6	14	24	27	29	5	9
10	12	15	33	35	3	9
11	13	15	28	35	8	10
7	22	25	29	33	1	12
3	28	29	32	34	1	6
1	10	25	32	35	5	9
4	5	18	22	35	7	8
1	6	10	14	22	6	8
2	9	11	29	32	8	9
9	15	18	30	34	4	5
6	18	21	30	35	8	9
1	2	22	29	32	1	4
10	19	27	28	33	5	12
5	16	27	29	30	5	11
9	23	24	26	33	7	12
16	18	19	24	35	11	12
3	7	20	33	35	4	7
2	5	6	27	29	3	4
1	9	10	15	25	3	8
7	10	27	31	34	8	9
3	5	14	20	33	7	11
2	4	6	25	26	2	5
5	7	10	29	32	4	6
1	15	23	27	30	4	10
1	4	7	12	30	5	10
16	18	23	30	32	2	11
1	3	22	32	35	6	10
10	11	15	31	32	5	8
2	4	22	31	35	9	12
6	14	15	29	35	6	11
4	17	21	29	31	2	12
12	18	23	26	32	6	9
2	9	12	21	29	7	11
2	11	13	14	21	2	4
2	5	20	25	31	10	12
5	24	26	30	35	5	12
8	14	15	25	26	7	9
1	5	10	16	27	3	4
10	11	20	26	27	9	11
5	11	23	26	33	4	12
1	6	13	28	29	3	9
4	29	31	32	35	4	10
5	16	18	32	35	2	11
1	15	31	32	34	3	8
12	14	17	34	35	4	11
15	17	21	27	33	7	11
29	31	32	33	35	10	11
3	17	22	23	33	4	10
24	30	31	32	34	10	12
3	22	26	33	34	9	10
6	20	30	32	35	9	11
3	4	13	17	24	4	11
1	7	27	30	32	1	4
7	11	19	21	22	1	11
4	12	20	26	29	6	10
2	8	18	21	32	8	11
5	19	31	32	35	4	9
3	7	9	28	33	3	8
2	12	26	31	33	9	10
17	18	19	25	31	1	11
6	17	20	29	32	4	5
1	3	7	10	33	3	4
3	16	30	32	33	1	10
5	9	20	23	29	4	10
11	24	25	26	31	2	7
5	21	22	32	35	2	5
1	7	18	29	34	3	9
1	9	14	24	35	6	9
1	9	24	34	35	4	9
13	18	21	24	29	3	6
5	6	22	25	27	11	12
5	16	28	29	34	11	12
5	15	28	32	33	8	9
3	11	22	26	29	5	12
23	24	30	34	35	1	3
5	9	24	31	33	5	6
2	12	19	29	30	7	12
5	8	14	23	24	5	6
4	13	17	32	35	3	6
6	15	22	27	30	2	9
8	10	14	27	32	2	7
2	13	14	29	33	4	11
18	28	29	30	31	4	8
2	10	21	26	34	2	10
4	22	23	29	31	5	11
5	6	18	21	22	1	7
6	10	11	17	34	11	12
1	12	24	27	32	2	11
1	8	19	24	31	6	12
3	6	25	28	32	2	5
2	12	15	20	28	1	12
14	16	27	30	33	8	12
10	21	24	30	31	3	10
4	20	29	30	33	2	11
23	26	29	32	33	5	10
1	10	19	21	30	1	4
15	17	19	23	32	1	11
1	7	11	32	33	9	11
3	9	11	18	24	4	5
7	20	28	32	34	6	8
11	23	26	31	34	5	11
1	2	7	13	34	4	10
7	16	19	29	35	2	11
2	15	20	25	33	3	6
5	11	26	29	32	8	11
2	5	28	34	35	1	7
5	9	19	26	35	2	10
6	13	27	33	34	9	12
1	2	7	26	29	10	12
10	24	28	30	33	1	10
13	16	27	32	34	3	9
3	6	11	19	27	2	7
18	25	30	33	34	4	10
1	5	17	32	34	3	7
10	21	22	27	29	8	12
7	9	22	30	33	9	11
1	5	21	23	29	5	12
8	18	24	30	33	1	6
7	12	28	32	33	1	3
6	13	14	22	25	1	4
11	17	19	25	26	2	10
3	9	21	23	33	6	10
16	20	25	29	33	1	8
2	10	14	22	26	4	9
11	13	29	32	35	10	12
16	20	28	32	33	1	2
15	25	29	32	33	10	11
1	25	26	34	35	6	11
11	21	22	25	34	6	9
11	12	33	34	35	1	10
1	9	14	29	30	7	10
2	11	13	26	35	6	10
22	28	30	31	34	7	9
4	11	13	19	35	10	12
2	8	12	34	35	4	5
3	4	10	18	27	6	8
2	8	25	29	33	3	7
1	2	6	8	26	5	12
12	15	23	30	33	9	12
7	21	29	31	33	9	10
10	17	18	21	34	5	11
3	12	22	23	28	4	12
11	23	27	28	32	2	5
4	5	8	11	22	2	10
1	2	11	31	33	5	6
10	21	28	29	32	6	10
1	3	14	32	35	7	11
8	20	23	29	31	2	11
14	23	27	28	33	8	12
5	9	27	32	34	5	8
6	21	28	32	34	4	7
2	10	18	32	33	3	8
9	14	25	32	34	2	8
2	3	8	33	34	3	11
2	10	12	15	28	4	7
1	8	24	27	34	10	11
2	16	19	28	33	7	11
6	8	15	20	32	5	6
7	13	23	24	29	6	10
12	28	29	30	34	1	9
3	4	14	28	32	9	10
14	16	20	22	32	5	9
7	8	19	26	30	1	12
13	14	21	30	33	2	8
5	6	13	24	31	3	11
1	9	10	11	22	1	12
18	26	32	33	34	4	6
5	11	14	22	35	3	10
11	17	23	24	25	3	6
6	12	18	22	29	5	8
2	4	13	14	33	1	9
1	3	10	12	20	2	7
4	11	18	25	34	5	7
3	8	14	30	31	4	9
1	23	29	30	32	7	12
21	22	30	32	34	3	7
2	6	7	12	27	2	8
4	23	25	26	30	7	10
5	14	23	27	30	2	8
3	6	21	24	34	4	6
4	17	19	22	30	2	3
3	13	19	30	34	2	5
7	23	26	29	32	8	11
11	23	25	31	32	5	11
2	5	13	27	32	3	11
15	22	24	32	35	2	9
2	3	11	27	32	8	11
20	24	30	31	33	5	12
18	21	22	26	34	9	12
18	19	30	33	35	2	4
3	10	14	18	28	8	10
10	12	20	23	32	4	10
13	21	23	27	34	9	12
3	10	26	32	33	4	12
3	11	19	26	27	2	9
8	18	26	32	33	1	6
11	20	23	24	25	7	9
2	11	13	14	25	2	5
11	13	29	32	33	2	8
3	14	19	24	25	4	11
9	11	13	14	25	1	7
5	23	25	31	35	7	10
5	23	26	32	34	2	9
1	2	7	20	35	1	3
21	22	33	34	35	3	4
10	12	19	32	35	2	7
5	13	16	17	35	6	8
13	16	23	24	33	7	11
12	19	28	29	30	5	8
1	6	19	25	26	3	9
14	16	20	31	34	1	7
19	25	28	31	33	1	8
19	21	26	34	35	1	9
8	10	25	29	33	1	2
7	19	26	28	32	1	8
13	20	26	31	35	2	11
16	22	28	29	34	4	12
1	5	19	34	35	6	7
5	8	10	33	35	2	10
6	21	24	28	30	2	7
8	17	18	20	28	9	10
2	15	19	26	27	5	6
4	8	11	30	31	2	8
2	3	10	12	25	3	9
1	25	29	31	33	4	10
7	8	15	30	35	5	10
6	10	20	24	32	6	10
4	6	25	29	32	5	6
9	19	22	26	34	9	11
12	25	29	30	33	10	11
13	14	17	27	32	2	10
5	9	23	25	30	9	12
15	17	24	32	35	7	9
6	15	17	19	30	1	12
6	10	14	25	34	1	3
10	13	22	33	34	1	5
5	12	14	17	22	5	7
6	7	18	30	31	7	8
7	14	16	30	31	3	6
7	10	12	20	21	6	9
5	8	13	14	32	8	11
15	21	22	24	27	1	6
1	11	19	30	32	3	10
11	17	19	20	34	6	10
6	17	18	25	29	8	9
5	14	23	25	28	11	12
7	12	26	30	32	2	7
5	10	17	23	25	3	10
4	9	11	30	32	1	11
3	7	20	27	32	2	12
10	12	17	23	27	5	7
9	12	16	19	35	2	12
6	7	9	17	24	2	12
2	3	15	28	35	1	11
1	4	21	22	24	2	5
8	19	27	29	34	4	10
14	18	20	24	27	5	10
5	8	24	29	30	4	6
7	11	21	22	35	4	7
3	13	14	22	26	2	5
2	10	16	18	34	2	3
1	2	12	19	35	5	7
1	12	20	21	24	2	8
3	5	14	30	35	3	6
4	10	13	18	23	8	10
8	24	26	31	32	7	9
6	10	23	26	31	5	7
2	15	29	30	34	2	12
2	4	9	28	29	5	8
20	32	33	34	35	6	7
12	14	16	19	25	1	6
4	9	24	30	35	1	10
9	17	21	28	29	2	8
2	3	12	13	25	1	7
3	11	17	21	30	1	8
19	20	30	33	35	6	8
11	15	22	27	35	5	8
4	15	19	24	35	1	10
10	14	29	30	35	5	8
14	25	30	32	33	1	11
5	17	26	27	35	8	9
5	27	28	29	34	9	12
14	17	22	27	34	3	5
1	10	13	19	34	9	12
1	2	8	11	25	10	12
21	29	30	33	35	7	11
3	6	13	14	29	1	2
14	15	18	34	35	8	10
5	16	22	23	32	4	10
3	7	22	25	35	3	11
5	7	10	15	32	3	8
14	22	27	28	35	4	10
4	6	21	27	34	5	9
19	22	23	29	35	8	10
5	13	14	23	26	2	3
8	10	18	34	35	6	10
21	22	31	32	34	2	12
5	6	11	13	26	2	7
18	20	30	32	33	1	11
1	9	27	29	34	1	6
1	7	9	14	19	9	12
3	5	9	13	33	5	11
3	22	24	30	33	4	10
6	17	19	29	35	2	8
14	15	24	25	26	3	7
5	6	9	10	34	8	11
10	15	22	28	29	4	12
18	21	23	25	29	6	11
11	16	17	21	22	3	6
9	12	13	19	30	4	5
14	17	19	26	32	3	4
3	13	18	30	33	7	8
22	27	28	33	35	9	11
8	12	14	19	27	5	6
3	13	16	19	29	7	9
6	18	20	30	31	3	6
5	11	17	23	33	3	10
10	11	19	21	27	4	6
10	16	18	22	27	6	8
2	11	16	22	31	10	11
18	19	27	28	33	3	6
14	17	30	31	34	4	10
1	15	19	21	23	11	12
3	4	8	10	35	2	6
5	22	24	25	30	1	6
5	24	28	29	35	1	9
1	10	32	33	35	3	8
2	5	18	22	23	7	12
6	7	16	24	35	4	6
7	8	15	32	34	5	12
11	13	27	28	29	2	6
1	24	27	30	31	1	6
7	8	10	23	25	7	9
1	7	25	27	30	7	12
2	8	16	26	35	11	12
14	24	32	33	35	2	9
1	23	26	27	30	5	6
9	10	11	14	24	3	8
4	8	10	14	27	5	7
2	17	23	24	30	2	9
3	12	19	25	30	8	11
5	8	14	28	30	4	6
2	14	20	21	24	2	9
8	18	19	22	23	1	3
15	20	30	33	35	6	9
16	19	24	26	31	2	4
16	22	24	32	34	2	10
8	21	23	27	33	6	11
9	12	19	22	28	1	5
1	9	13	17	30	2	8
9	14	24	25	34	1	4
5	13	16	18	24	2	12
12	15	16	20	33	8	12
8	9	25	28	29	2	10
1	9	15	20	29	7	9
5	14	25	34	35	2	5
1	2	13	17	28	1	4
3	9	17	24	28	6	12
15	19	25	30	33	3	8
12	17	19	22	35	4	11
7	16	23	31	33	3	10
3	19	24	29	33	3	9
3	6	9	17	27	3	9
3	4	13	15	32	4	9
3	18	29	30	33	8	9
1	12	14	22	24	10	12
7	9	11	13	33	10	12
1	11	14	22	34	6	8
3	7	15	18	20	1	6
4	5	11	13	25	3	6
6	9	18	30	32	10	12
2	8	23	33	35	5	10
11	21	24	26	31	6	7
13	21	22	29	31	7	11
9	15	16	19	29	4	6
2	15	22	33	35	5	8
13	17	25	27	28	2	3
5	6	10	22	25	1	9
4	7	29	32	33	8	10
6	8	12	17	18	5	10
13	24	31	32	33	3	9
3	16	28	31	32	1	9
5	9	16	26	35	3	10
1	7	31	32	35	2	10
3	5	29	30	31	8	10
7	11	30	31	34	9	12
1	9	27	32	33	3	6
9	16	21	29	34	7	10
3	25	29	32	34	9	10
6	7	16	18	20	4	10
6	10	17	20	21	3	7
10	17	18	26	32	1	5
1	6	27	30	34	1	6
3	11	14	25	34	1	4
6	13	18	20	33	9	10
10	17	22	24	32	3	10
1	13	16	18	32	7	9
3	5	28	29	33	4	12
9	19	22	29	30	2	8
27	31	33	34	35	4	6
3	11	13	20	35	3	8
13	19	20	22	33	5	11
7	16	23	28	31	3	6
6	9	20	23	28	6	10
18	23	25	29	30	1	2
5	8	19	33	34	1	12
4	9	16	27	30	2	6
1	3	23	30	31	2	10
5	12	30	31	32	1	3
4	13	20	21	35	2	9
7	20	25	30	32	5	9
6	8	18	20	24	4	8
14	29	31	34	35	1	12
2	17	19	21	22	3	10
4	5	6	9	15	1	6
6	13	20	25	34	7	9
20	21	27	29	35	3	8
5	6	23	27	34	3	4
2	4	29	30	34	5	8
11	17	23	29	30	6	8
10	17	19	32	33	1	12
4	6	8	19	31	10	11
11	21	22	32	34	4	8
9	12	17	19	29	6	11
3	8	20	24	25	1	2
4	19	28	31	33	11	12
6	7	28	33	35	1	10
2	6	9	12	20	5	8
8	11	13	28	33	8	9
5	12	20	28	30	3	7
19	24	28	31	34	4	12
3	4	26	29	34	1	3
7	19	27	28	34	2	5
2	11	26	32	33	5	12
1	9	29	30	35	5	9
2	6	18	30	32	1	8
7	15	18	24	28	1	7
1	11	12	22	34	8	10
30	31	33	34	35	4	7
2	11	13	23	31	11	12
6	17	28	32	33	8	12
4	5	7	10	12	4	5
6	8	17	27	35	2	11
17	26	30	31	35	6	11
10	15	18	19	26	7	12
10	12	28	32	33	3	5
4	7	11	32	35	5	7
4	15	20	26	31	6	12
20	25	26	30	31	9	10
2	3	30	31	33	3	9
3	8	23	24	34	5	12
10	14	18	19	35	1	6
8	12	14	20	25	6	8
7	10	27	34	35	10	12
7	17	29	30	33	10	12
1	11	22	26	29	5	8
3	4	6	11	13	1	2
1	7	13	18	23	4	8
8	9	13	23	35	11	12
3	5	12	18	33	7	11
12	14	16	19	33	2	9
4	11	23	26	35	3	12
1	10	12	14	17	9	10
6	22	29	33	35	3	12
8	9	11	19	33	3	12
2	15	18	23	31	1	2
17	23	26	30	32	6	12
4	6	10	15	16	3	4
1	12	32	33	34	9	11
2	11	19	22	35	10	12
4	26	30	33	34	4	6
8	9	12	25	33	7	10
7	18	24	28	33	2	3
7	15	19	24	29	4	6
9	13	19	29	34	2	11
1	15	16	27	28	2	7
7	10	11	26	31	3	4
2	7	12	29	31	3	5
13	22	30	33	34	6	12
7	11	14	20	27	3	10
1	4	6	21	35	2	11
6	22	29	30	35	3	5
4	12	16	20	28	8	11
7	27	28	32	33	1	12
3	11	14	26	29	7	8
16	22	24	33	34	3	10
10	11	22	31	32	6	7
1	2	29	31	33	7	12
3	20	22	25	27	1	9
4	5	13	17	25	7	10
6	8	30	31	32	1	11
6	14	20	29	35	9	10
25	26	29	32	34	5	7
5	19	22	29	30	2	4
6	18	22	30	35	2	7
7	8	11	12	24	1	2
10	14	24	30	32	1	12
12	13	24	26	33	6	8
5	14	20	29	31	8	12
6	11	22	29	34	3	12
3	10	14	29	31	4	8
7	9	17	30	34	1	12
12	14	27	29	34	3	6
10	15	21	31	34	7	8
7	12	20	33	35	1	10
7	9	17	29	35	9	10
3	11	17	21	30	3	7
1	2	5	12	27	4	7
10	11	22	23	29	2	9
3	10	11	22	31	5	7
10	12	15	33	34	3	10
4	7	8	18	29	7	10
3	21	22	26	32	1	3
19	21	23	25	30	3	8
7	8	16	26	34	7	11
8	13	19	27	32	1	8
1	8	15	16	29	8	9
1	4	30	32	35	8	12
1	9	20	30	31	8	12
9	13	27	31	35	3	10
11	23	25	31	35	1	3
15	21	22	24	35	1	5
2	13	23	28	29	1	5
1	2	13	22	23	2	10
7	24	27	28	35	7	12
1	6	25	31	34	3	9
3	4	14	32	35	1	2
5	11	17	20	28	11	12
4	8	19	23	27	4	11
5	7	17	30	34	3	10
6	9	26	30	35	5	6
9	18	22	27	31	10	12
13	17	22	28	29	1	10
1	2	17	18	33	5	12
10	20	26	31	33	10	12
11	12	26	28	31	7	12
1	16	18	27	30	10	11
7	22	26	32	33	1	8
11	21	23	26	34	7	9
1	2	14	33	34	3	5
13	21	29	31	35	4	12
9	13	19	21	27	3	4
2	16	21	24	30	6	10
5	10	14	27	33	7	9
21	32	33	34	35	8	9
11	25	26	29	35	1	2
9	12	13	15	30	9	10
10	22	28	29	34	5	11
1	20	25	29	33	4	6
20	22	27	30	33	1	2
1	21	31	32	35	3	6
2	4	22	25	34	2	11
9	22	23	32	34	6	8
13	23	29	31	34	6	8
4	8	17	22	25	4	10
18	23	29	33	34	2	7
10	22	23	30	32	1	7
7	9	10	18	22	5	10
2	14	16	22	24	2	5
10	30	32	33	34	2	3
1	2	23	25	35	5	12
1	5	25	32	33	1	10
11	12	14	25	28	2	5
10	16	17	30	35	1	8
2	4	9	10	15	8	10
16	19	28	29	31	5	8
21	24	27	29	31	1	2
7	18	29	31	33	10	12
3	20	25	29	32	5	10
1	6	7	21	31	4	11
13	17	24	30	35	2	10
6	12	21	29	32	6	11
2	21	27	29	33	2	10
3	10	28	31	33	1	9
8	9	23	25	31	2	12
2	16	21	31	33	4	11
2	14	23	32	35	1	10
6	9	22	27	30	8	12
5	10	19	24	35	8	9
9	17	24	29	32	1	2
2	11	28	29	30	6	12
12	18	24	25	32	2	12
7	9	13	19	27	1	3
2	5	8	9	31	3	7
2	4	6	13	35	4	8
2	9	18	23	24	1	4
16	18	24	25	27	4	9
5	6	14	15	31	6	8
15	23	25	29	31	9	10
4	7	9	22	33	1	3
6	7	12	24	35	2	6
1	22	30	32	35	9	11
1	11	17	19	26	5	12
1	24	25	30	33	4	11
1	2	28	31	35	5	7
3	10	22	27	29	3	12
3	6	21	33	35	1	7
1	6	13	19	23	6	9
1	11	18	20	22	7	10
1	12	18	21	33	7	8
5	17	25	30	33	1	12
5	6	9	19	32	6	9
2	10	21	23	29	3	4
7	18	20	29	30	5	6
23	24	25	29	31	3	12
5	8	18	30	33	1	9
7	11	19	20	35	5	10
6	14	17	22	35	1	2
13	14	21	28	29	5	10
12	13	14	25	35	10	12
9	10	19	30	31	4	11
1	7	21	28	31	3	9
14	19	23	29	30	6	7
2	16	18	27	30	8	12
5	8	21	25	33	1	11
5	7	13	29	30	1	5
1	6	18	32	35	2	7
3	5	17	18	33	6	7
2	23	29	30	31	1	4
3	12	20	21	27	1	6
13	17	27	31	33	6	12
9	10	12	22	25	4	11
7	17	27	28	29	9	10
3	11	19	23	34	2	12
15	19	29	34	35	7	10
9	27	29	30	31	3	6
11	13	14	21	29	1	10
5	22	31	33	35	6	9
1	10	13	17	26	6	8
2	3	17	19	33	2	9
4	16	27	29	34	6	11
2	10	23	33	34	5	10
2	14	18	24	31	2	3
3	19	20	24	33	3	4
4	17	26	33	34	2	8
8	9	10	13	22	5	10
3	26	27	31	32	3	9
6	9	11	31	32	5	11
4	20	27	31	32	6	12
1	16	18	21	31	9	12
7	8	12	20	25	3	7
18	22	26	28	31	10	12
8	20	25	31	32	5	7
14	29	32	33	34	3	6
2	7	25	29	34	3	6
10	17	19	27	29	5	12
9	15	17	18	29	9	11
1	2	8	15	23	6	9
1	14	31	32	34	2	11
13	15	29	30	35	1	11
5	8	25	29	31	2	4
14	15	26	32	33	1	11
5	15	19	27	32	8	9
11	14	22	29	34	5	11
20	23	31	33	34	3	9
6	12	17	29	30	7	11
6	11	20	31	32	5	9
23	24	28	30	33	1	11
3	4	13	17	23	3	8
5	19	24	26	35	5	7
9	12	14	18	24	1	4
3	23	25	26	28	10	12
2	10	16	30	33	5	6
3	12	14	24	35	3	8
13	19	28	30	34	8	12
5	7	17	25	26	4	10
3	5	9	10	28	5	7
12	17	18	26	32	10	11
12	27	28	33	35	1	8
12	18	22	28	31	1	11
1	3	11	19	29	4	8
5	14	28	32	34	7	8
8	12	32	33	35	3	5
2	26	31	32	34	6	8
1	19	24	25	26	7	9
6	23	30	33	35	7	10
16	17	22	26	35	3	10
3	13	14	15	34	5	8
2	6	22	23	33	1	6
7	13	25	34	35	7	9
7	11	13	18	28	5	10
8	11	12	21	25	2	7
15	16	19	25	32	5	11
12	20	28	30	35	3	11
10	11	23	32	33	1	4
18	22	25	31	32	4	6
14	22	30	32	33	7	8
5	8	15	18	33	7	8
1	2	10	29	31	1	10
13	31	33	34	35	5	7
5	8	21	30	32	1	8
4	5	22	23	24	3	9
11	22	30	32	35	3	4
7	15	27	33	35	7	10
20	21	27	31	35	7	11
3	8	11	24	27	7	12
15	25	26	32	35	5	10
1	14	18	21	32	5	10
1	5	8	9	12	9	12
3	5	11	27	28	5	6
21	24	26	28	32	1	3
9	28	31	34	35	2	9
6	7	13	33	34	2	11
2	3	5	8	29	10	12
10	17	27	34	35	5	7
6	12	13	16	30	7	12
9	12	18	21	29	1	8
13	19	26	27	28	3	11
12	27	28	33	35	3	5
3	5	23	27	31	2	6
6	14	20	24	32	1	7
1	11	13	19	35	7	8
13	15	16	26	27	9	10
24	26	30	32	35	6	12
2	7	23	31	33	2	8
9	10	17	21	34	1	7
6	21	23	27	31	4	6
7	9	15	17	23	2	7
3	9	25	26	33	3	12
26	29	30	32	35	4	10
8	22	26	29	35	1	5
8	19	23	27	32	3	5
9	16	26	29	31	6	9
9	12	22	32	34	2	4
3	5	8	33	35	1	3
6	7	23	24	29	4	11
2	26	30	31	33	11	12
4	9	28	34	35	2	8
7	10	21	27	33	3	9
1	5	17	18	26	5	7
3	28	33	34	35	6	9
3	17	28	30	33	1	10
17	19	20	22	26	6	8
7	8	13	17	32	3	8
2	6	16	29	34	10	11
4	11	28	30	33	5	12
9	12	24	26	30	5	9
4	9	13	15	32	2	9
6	12	15	19	26	2	11
5	8	13	16	31	3	9
2	5	11	27	29	1	11
7	13	27	30	34	1	12
6	7	12	13	27	3	12
7	13	14	18	25	5	12
5	10	13	15	18	2	11
13	20	26	29	32	2	6
7	16	18	32	33	2	7
7	12	13	20	27	1	3
2	10	20	22	29	5	12
19	21	23	28	30	8	12
6	17	21	23	33	1	9
5	16	29	32	34	4	11
13	22	23	30	33	9	11
5	16	23	25	33	7	12
4	6	11	20	31	1	5
1	2	16	23	35	1	11
6	14	15	22	26	3	11
3	18	19	20	24	3	12
15	17	20	24	35	4	12
2	9	10	33	34	5	12
5	7	18	21	32	10	11
4	8	14	23	28	4	8
9	10	15	18	30	3	6
3	14	16	19	32	5	10
11	13	27	33	35	1	2
11	23	29	30	33	1	4
8	9	15	19	30	6	9
12	15	29	30	31	4	12
23	26	28	31	34	2	10
2	8	10	16	17	9	12
2	13	19	23	32	2	9
4	13	19	25	26	7	12
5	11	15	25	28	5	11
4	12	32	33	34	6	8
3	8	13	17	24	7	9
5	6	18	20	31	6	7
